Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#C751#Malignant neoplasm: Pituitary gland,European,ptvraredmg,Chapter II Neoplasms,0.0322,273814,32,1,0.03125,273782,279,0.001019058959318,31.6225,4.3019,232.4531
Union#C92#Myeloid leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0277,229669,1106,4,0.00361663652802893,228563,231,0.00101066226817114,3.5878,1.3329,9.6578
Union#C927#Other myeloid leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0037,186377,90,2,0.0222222222222222,186287,183,0.000982355183131405,23.1128,5.6481,94.5805
Union#C93#Monocytic leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0085,197765,147,2,0.0136054421768707,197618,183,0.000926029005454969,14.8811,3.6588,60.5249
Union#C931#Chronic myelomonocytic leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0072,198084,126,2,0.0158730158730159,197958,196,0.000990109013022965,16.274,3.9968,66.2633
Union#D022#Carcinoma in situ: Bronchus and lung,European,ptvraredmg,Chapter II Neoplasms,0.0362,273818,36,1,0.0277777777777778,273782,279,0.001019058959318,28.0085,3.8238,205.1568
Union#D032#Melanoma in situ of ear and external auricular canal,European,ptvraredmg,Chapter II Neoplasms,0.0831,160858,90,1,0.0111111111111111,160768,154,0.000957902070063694,11.7185,1.6223,84.6457
Union#D09#Carcinoma in situ of other and unspecified sites,European,ptvraredmg,Chapter II Neoplasms,0.0263,204570,2285,6,0.00262582056892779,202285,195,0.000963986454754431,2.7285,1.2096,6.1544
Union#D090#Carcinoma in situ: Bladder,European,ptvraredmg,Chapter II Neoplasms,0.0108,172439,1798,6,0.00333704115684093,170641,170,0.000996243575694001,3.3575,1.4854,7.5889
Union#D100#Benign neoplasm: Lip,European,ptvraredmg,Chapter II Neoplasms,0.1,273885,103,1,0.00970873786407767,273782,279,0.001019058959318,9.6108,1.3362,69.1283
Union#D14#Benign neoplasm of middle ear and respiratory system,European,ptvraredmg,Chapter II Neoplasms,0.012,207263,452,3,0.00663716814159292,206811,212,0.00102509054160562,6.5113,2.0755,20.4274
Union#D140#Benign neoplasm: Middle ear nasal cavity and accessory sinuses,European,ptvraredmg,Chapter II Neoplasms,0.0024,215379,259,3,0.0115830115830116,215120,214,0.000994793603570101,11.7684,3.7409,37.0215
Union#D16#Benign neoplasm of bone and articular cartilage,European,ptvraredmg,Chapter II Neoplasms,0.086,241476,474,2,0.00421940928270042,241002,246,0.00102073841710857,4.147,1.0283,16.7242
Union#D161#Benign neoplasm: Short bones of upper limb,European,ptvraredmg,Chapter II Neoplasms,0.0022,210358,66,2,0.0303030303030303,210292,215,0.00102238791775246,30.5344,7.4268,125.5386
Union#D226#Melanocytic naevi of upper limb including shoulder,European,ptvraredmg,Chapter II Neoplasms,0.0535,216278,804,3,0.00373134328358209,215474,224,0.0010395685790397,3.599,1.1496,11.2676
Union#D40#Neoplasm of uncertain or unknown behaviour of male genital organs,European,ptvraredmg,Chapter II Neoplasms,0.0796,274236,454,2,0.00440528634361234,273782,279,0.001019058959318,4.3376,1.0761,17.4836
Union#D401#Neoplasm of uncertain or unknown behaviour: Testis,European,ptvraredmg,Chapter II Neoplasms,0.0771,130484,83,1,0.0120481927710843,130401,125,0.000958581605969279,12.7099,1.7554,92.0266
Union#D41#Neoplasm of uncertain or unknown behaviour of urinary organs,European,ptvraredmg,Chapter II Neoplasms,0.0127,207688,2463,7,0.00284206252537556,205225,201,0.00097941283956633,2.9072,1.3669,6.1833
Union#D412#Neoplasm of uncertain or unknown behaviour: Ureter,European,ptvraredmg,Chapter II Neoplasms,0.0774,177694,79,1,0.0126582278481013,177615,180,0.00101342791993919,12.6378,1.7485,91.3434
130639#Source of report of D59 (Acquired haemolytic anaemia),European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0546,459449,361,2,0.00554016620498615,459088,474,0.00103248178998362,5.3902,1.3389,21.6993
130667#Source of report of D73 (Diseases of spleen),European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0554,391742,1362,4,0.00293685756240822,390380,404,0.0010348890824325,2.8433,1.0604,7.6235
20002#1377#polymyalgia rheumatica,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0781,264699,950,3,0.00315789473684211,263749,273,0.00103507501450242,3.0574,0.9782,9.5559
20002#1385#allergy or anaphylactic reaction to food,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0219,372007,2050,6,0.00292682926829268,369957,383,0.00103525544860619,2.8325,1.2631,6.3519
Union#Block D55-D59#D55-D59 Haemolytic anaemias,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0428,358360,714,3,0.00420168067226891,357646,383,0.0010708913282967,3.9359,1.2608,12.287
Union#D59#Acquired haemolytic anaemia,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0583,358007,361,2,0.00554016620498615,357646,383,0.0010708913282967,5.1967,1.29,20.9347
Union#D591#Other autoimmune haemolytic anaemias,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0253,357873,227,2,0.00881057268722467,357646,383,0.0010708913282967,8.2916,2.0535,33.4789
Union#D599#Acquired haemolytic anaemia unspecified,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0594,357703,57,1,0.0175438596491228,357646,383,0.0010708913282967,16.6572,2.2999,120.6388
Union#D73#Diseases of spleen,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0584,313064,1362,4,0.00293685756240822,311702,328,0.00105228712039063,2.7962,1.0417,7.5057
Union#D730#Hyposplenism,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0602,316473,817,3,0.00367197062423501,315656,340,0.0010771219302025,3.4179,1.0946,10.6729
Union#D860#Sarcoidosis of lung,European,ptvraredmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0013,358075,429,4,0.00932400932400932,357646,383,0.0010708913282967,8.7793,3.2632,23.6198
130697#Source of report of E03 (Other hypothyroidism),European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0885,309740,36912,29,0.000785652362375379,272828,301,0.00110325919627018,0.7119,0.4862,1.0423
130775#Source of report of E55 (Vitamin D deficiency),European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0666,387647,6003,11,0.00183241712477095,381644,394,0.00103237572187693,1.7764,0.9752,3.2358
20002#1220#diabetes,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0501,286658,21548,32,0.00148505661778355,265110,272,0.0010259892120252,1.4481,1.0037,2.0893
20002#1222#type 1 diabetes,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0627,364983,389,2,0.0051413881748072,364594,378,0.00103676966708174,4.9795,1.2364,20.0553
20002#1223#type 2 diabetes,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0014,278097,2939,10,0.00340251786321878,275158,287,0.00104303709141657,3.2698,1.7388,6.1491
20002#1226#hypothyroidism|myxoedema,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0876,254291,22366,16,0.000715371546096754,231925,257,0.001108116848119,0.6453,0.3894,1.0695
2443#Diabetes diagnosed by doctor,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0529,340308,22110,33,0.00149253731343284,318198,327,0.00102766202176004,1.453,1.0155,2.0791
41202#E059#Thyrotoxicosis unspecified,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0634,312968,395,2,0.00506329113924051,312573,321,0.00102696010212014,4.9504,1.2284,19.9498
41202#E105#Type 1 diabetes mellitus With peripheral circulatory complications,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0951,253456,100,1,0.01,253356,252,0.000994647847297873,10.1453,1.4095,73.0212
41202#E149#Unspecified diabetes mellitus Without complications,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0973,355688,100,1,0.01,355588,363,0.00102084434795325,9.8847,1.375,71.0615
41202#E237#Disorder of pituitary gland unspecified,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0428,442498,42,1,0.0238095238095238,442456,460,0.00103965140036523,23.4356,3.2168,170.7366
41202#E55#Vitamin D deficiency,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0704,442526,70,1,0.0142857142857143,442456,460,0.00103965140036523,13.9255,1.9299,100.4833
41202#E559#Vitamin D deficiency unspecified,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0684,442524,68,1,0.0147058823529412,442456,460,0.00103965140036523,14.3412,1.9866,103.5263
Union#Block E00-E07#E00-E07 Disorders of thyroid gland,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0692,211924,33746,26,0.000770461684347775,178178,200,0.00112247303258539,0.6862,0.4559,1.0326
Union#E103#Type 1 diabetes mellitus With ophthalmic complications,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0667,194958,885,3,0.00338983050847458,194073,201,0.00103569275478815,3.2807,1.0472,10.278
Union#E106#Type 1 diabetes mellitus With other specified complications,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0709,185459,71,1,0.0140845070422535,185388,191,0.00103027164649276,13.8517,1.9143,100.2283
Union#E14#Unspecified diabetes mellitus,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0563,215045,30094,42,0.00139562703528943,184951,186,0.00100567177252353,1.3883,0.993,1.9409
Union#E237#Disorder of pituitary gland unspecified,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0746,252994,74,1,0.0135135135135135,252920,264,0.001043808318836,13.11,1.8154,94.6742
Union#E55#Vitamin D deficiency,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0674,224785,6003,11,0.00183241712477095,218782,226,0.00103299174520756,1.7753,0.9688,3.2534
Union#E559#Vitamin D deficiency unspecified,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0544,226580,5339,11,0.00206031091964787,221241,239,0.00108026993188424,1.9091,1.0425,3.4961
Union#E782#Mixed hyperlipidaemia,European,ptvraredmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0602,175252,408,2,0.00490196078431373,174844,168,0.000960856534968315,5.1219,1.2661,20.7194
41202#F009#Dementia in Alzheimer disease unspecified,European,ptvraredmg,Chapter V Mental and behavioural disorders,0.0702,450361,70,1,0.0142857142857143,450291,467,0.00103710711517663,13.9597,1.9347,100.7268
Union#F051#Delirium superimposed on dementia,European,ptvraredmg,Chapter V Mental and behavioural disorders,0.078,230775,1564,4,0.00255754475703325,229211,232,0.00101216782789657,2.5307,0.9407,6.8085
130995#Source of report of G01 (Meningitis in bacterial diseases classified elsewhere),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0515,459449,51,1,0.0196078431372549,459398,475,0.00103396183701279,19.3231,2.6638,140.1687
130997#Source of report of G02 (Meningitis in other infectious and parasitic diseases classified elsewhere),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.09,459449,91,1,0.010989010989011,459358,475,0.00103405187239582,10.7341,1.4926,77.1952
131031#Source of report of G24 (Dystonia),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0089,403719,1194,5,0.00418760469011725,402525,417,0.00103596049934787,4.055,1.6759,9.8117
131051#Source of report of G41 (Status epilepticus),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0569,370973,367,2,0.00544959128065395,370606,385,0.00103883909057058,5.2691,1.3081,21.2248
131097#Source of report of G72 (Other myopathies),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0801,378285,448,2,0.00446428571428571,377837,392,0.0010374844178839,4.3178,1.0727,17.3798
131101#Source of report of G80 (Cerebral palsy),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0396,359082,304,2,0.00657894736842105,358778,367,0.00102291667828016,6.4675,1.604,26.0774
131115#Source of report of G93 (Other disorders of brain),European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0798,423798,6772,12,0.00177200236266982,417026,424,0.00101672317793135,1.7442,0.9822,3.0973
20002#13#neurology,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0993,382012,31384,42,0.00133826153453989,350628,356,0.00101532108103175,1.3185,0.9574,1.8157
20002#1433#cerebral palsy,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0102,421710,148,2,0.0135135135135135,421562,427,0.00101289964465488,13.5105,3.3363,54.7117
40001#Block G70-G73#G70-G73 Diseases of myoneural junction and muscle,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0376,329102,38,1,0.0263157894736842,329064,331,0.00100588335399801,26.8419,3.672,196.2123
41202#G253#Myoclonus,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0481,419109,47,1,0.0212765957446809,419062,438,0.00104519140365865,20.7774,2.859,150.9989
41202#G410#Grand mal status epilepticus,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0456,288454,45,1,0.0222222222222222,288409,298,0.00103325485681792,21.9731,3.0175,160.0071
41202#G570#Lesion of sciatic nerve,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.036,419097,35,1,0.0285714285714286,419062,438,0.00104519140365865,28.1107,3.8394,205.8134
41202#G729#Myopathy unspecified,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.098,333141,97,1,0.0103092783505155,333044,353,0.00105992001056917,9.8174,1.3651,70.6048
41202#G80#Cerebral palsy,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.032,419093,31,1,0.032258064516129,419062,438,0.00104519140365865,31.8588,4.335,234.1386
41202#G900#Idiopathic peripheral autonomic neuropathy,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.076,269995,73,1,0.0136986301369863,269922,291,0.00107808922577634,12.869,1.7823,92.9191
41202#G932#Benign intracranial hypertension,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.081,298685,79,1,0.0126582278481013,298606,318,0.00106494846051318,12.0258,1.6677,86.7163
41202#G952#Cord compression unspecified,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.017,304363,193,2,0.0103626943005181,304170,309,0.00101587927803531,10.2971,2.5453,41.6576
41202#G960#Cerebrospinal fluid leak,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0995,419162,100,1,0.01,419062,438,0.00104519140365865,9.6542,1.3435,69.3725
Union#Block G90-G99#G90-G99 Other disorders of the nervous system,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0123,296297,10138,20,0.00197277569540343,286159,300,0.00104836821487355,1.8835,1.1973,2.963
Union#G01#Meningitis in bacterial diseases classified elsewhere,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0515,298984,51,1,0.0196078431372549,298933,309,0.00103367644254733,19.3284,2.6616,140.3614
Union#G02#Meningitis in other infectious and parasitic diseases classified elsewhere,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0901,299024,91,1,0.010989010989011,298933,309,0.00103367644254733,10.738,1.4915,77.3084
Union#G020#Meningitis in viral diseases classified elsewhere,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0466,298979,46,1,0.0217391304347826,298933,309,0.00103367644254733,21.476,2.951,156.293
Union#G24#Dystonia,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0074,252592,1194,5,0.00418760469011725,251398,248,0.000986483583799394,4.2586,1.7538,10.3409
Union#G249#Dystonia unspecified,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0008461,245232,385,4,0.0103896103896104,244847,259,0.0010578034446001,9.9145,3.6743,26.7527
Union#G253#Myoclonus,European,ptvraredmg,Chapter VI Diseases of the nervous system,0.0283,261070,254,2,0.0078740157480315,260816,265,0.00101604196061591,7.8033,1.9308,31.5371
